snapshot_id,captured_at_utc,captured_at_local,event_slug,event_updated_at,model_version,top_temp_c,top_probability,range_label,bin_kind,bin_value_c,model_probability,market_yes,market_no,edge,best_bid,best_ask,last_trade_price,volume,liquidity,market_status,wu_history_high_c,wu_current_c,wu_max_since_7am_c,eccc_swob_max_c,weather_forecast_max_c,open_meteo_max_c,eccc_forecast_high_c
20260606T200459-0400,2026-06-07T00:04:59.426604+00:00,2026-06-06T20:04:59.426604-04:00,highest-temperature-in-seattle-on-june-6-2026,2026-06-07T00:02:10.491307Z,v0.5.0 HGBC feature-based ML model,62,0.4516960648530869,51°F or below,lte,51,0.0,0.001,0.999,-0.001,,0.002,0.001,16137.621617999994,9780.86677,active,62.0,53.0,60.0,,53.0,55.6,
20260606T200459-0400,2026-06-07T00:04:59.426604+00:00,2026-06-06T20:04:59.426604-04:00,highest-temperature-in-seattle-on-june-6-2026,2026-06-07T00:02:10.491307Z,v0.5.0 HGBC feature-based ML model,62,0.4516960648530869,52-53°F,eq,52,0.0,0.0005,0.9995,-0.0005,,0.001,0.001,8040.1945870000045,10252.91691,active,62.0,53.0,60.0,,53.0,55.6,
20260606T200459-0400,2026-06-07T00:04:59.426604+00:00,2026-06-06T20:04:59.426604-04:00,highest-temperature-in-seattle-on-june-6-2026,2026-06-07T00:02:10.491307Z,v0.5.0 HGBC feature-based ML model,62,0.4516960648530869,54-55°F,eq,54,0.0,0.0005,0.9995,-0.0005,,0.001,0.001,4807.999440000003,8119.75088,active,62.0,53.0,60.0,,53.0,55.6,
20260606T200459-0400,2026-06-07T00:04:59.426604+00:00,2026-06-06T20:04:59.426604-04:00,highest-temperature-in-seattle-on-june-6-2026,2026-06-07T00:02:10.491307Z,v0.5.0 HGBC feature-based ML model,62,0.4516960648530869,56-57°F,eq,56,0.0,0.0005,0.9995,-0.0005,,0.001,0.001,4756.159766999999,8496.17837,active,62.0,53.0,60.0,,53.0,55.6,
20260606T200459-0400,2026-06-07T00:04:59.426604+00:00,2026-06-06T20:04:59.426604-04:00,highest-temperature-in-seattle-on-june-6-2026,2026-06-07T00:02:10.491307Z,v0.5.0 HGBC feature-based ML model,62,0.4516960648530869,58-59°F,eq,58,0.0,0.0005,0.9995,-0.0005,,0.001,0.003,7394.354053,6884.10543,active,62.0,53.0,60.0,,53.0,55.6,
20260606T200459-0400,2026-06-07T00:04:59.426604+00:00,2026-06-06T20:04:59.426604-04:00,highest-temperature-in-seattle-on-june-6-2026,2026-06-07T00:02:10.491307Z,v0.5.0 HGBC feature-based ML model,62,0.4516960648530869,60-61°F,eq,60,0.0,0.0005,0.9995,-0.0005,,0.001,0.001,13249.090466,4557.5555,active,62.0,53.0,60.0,,53.0,55.6,
20260606T200459-0400,2026-06-07T00:04:59.426604+00:00,2026-06-06T20:04:59.426604-04:00,highest-temperature-in-seattle-on-june-6-2026,2026-06-07T00:02:10.491307Z,v0.5.0 HGBC feature-based ML model,62,0.4516960648530869,62-63°F,eq,62,0.8100416009175118,0.9985,0.0015,-0.1884583990824883,0.998,0.999,0.998,12467.724976999994,2327.37274,active,62.0,53.0,60.0,,53.0,55.6,
20260606T200459-0400,2026-06-07T00:04:59.426604+00:00,2026-06-06T20:04:59.426604-04:00,highest-temperature-in-seattle-on-june-6-2026,2026-06-07T00:02:10.491307Z,v0.5.0 HGBC feature-based ML model,62,0.4516960648530869,64-65°F,eq,64,0.14813459096888779,0.0025,0.9975,0.14563459096888778,0.002,0.003,0.029,11368.932031999997,1080.26911,active,62.0,53.0,60.0,,53.0,55.6,
20260606T200459-0400,2026-06-07T00:04:59.426604+00:00,2026-06-06T20:04:59.426604-04:00,highest-temperature-in-seattle-on-june-6-2026,2026-06-07T00:02:10.491307Z,v0.5.0 HGBC feature-based ML model,62,0.4516960648530869,66-67°F,eq,66,0.039536696759581186,0.001,0.999,0.038536696759581185,,0.002,0.009,9968.143151,1207.67,active,62.0,53.0,60.0,,53.0,55.6,
20260606T200459-0400,2026-06-07T00:04:59.426604+00:00,2026-06-06T20:04:59.426604-04:00,highest-temperature-in-seattle-on-june-6-2026,2026-06-07T00:02:10.491307Z,v0.5.0 HGBC feature-based ML model,62,0.4516960648530869,68-69°F,eq,68,0.0020444498309964455,0.0005,0.9995,0.0015444498309964455,,0.001,0.003,5036.890437,5094.53721,active,62.0,53.0,60.0,,53.0,55.6,
