snapshot_id,captured_at_utc,captured_at_local,event_slug,target_date,source,forecast_kind,issue_time,issue_time_basis,valid_time,horizon_minutes,target_temp_c,forecast_high_c,cloud_cover,wind_speed_kmh,condition,source_url,payload_hash,is_changed
20260606T200453-0400,2026-06-07T00:04:53.109292+00:00,2026-06-06T20:04:53.109292-04:00,highest-temperature-in-chicago-on-june-6-2026,2026-06-06,weather_forecast,hourly,2026-06-06T20:04:53.109292-04:00,capture_fallback,2026-06-06T20:00:00-05:00,55,76,,15,10,Sunny,https://api.weather.com/v3/wx/forecast/hourly/15day,42744c3089a712fe429df982ef1a098a083e0257dee0a6e2a998ff1b90b46381,true
20260606T200453-0400,2026-06-07T00:04:53.109292+00:00,2026-06-06T20:04:53.109292-04:00,highest-temperature-in-chicago-on-june-6-2026,2026-06-06,weather_forecast,hourly,2026-06-06T20:04:53.109292-04:00,capture_fallback,2026-06-06T21:00:00-05:00,115,74,,20,8,Mostly Clear,https://api.weather.com/v3/wx/forecast/hourly/15day,554252e8a7e1fcdd3bba372040775b7560b0c7c04928f2a19f94b49ef6c15381,true
20260606T200453-0400,2026-06-07T00:04:53.109292+00:00,2026-06-06T20:04:53.109292-04:00,highest-temperature-in-chicago-on-june-6-2026,2026-06-06,weather_forecast,hourly,2026-06-06T20:04:53.109292-04:00,capture_fallback,2026-06-06T22:00:00-05:00,175,72,,32,7,Partly Cloudy,https://api.weather.com/v3/wx/forecast/hourly/15day,1e460b40261d3724bf82b5c1b92f2c08d1c72d71832f0923d7d5efcdb4b80013,true
20260606T200453-0400,2026-06-07T00:04:53.109292+00:00,2026-06-06T20:04:53.109292-04:00,highest-temperature-in-chicago-on-june-6-2026,2026-06-06,weather_forecast,hourly,2026-06-06T20:04:53.109292-04:00,capture_fallback,2026-06-06T23:00:00-05:00,235,71,,44,5,Partly Cloudy,https://api.weather.com/v3/wx/forecast/hourly/15day,0dd0f6abedc76f54372421452d9f8d50e0941888b703817583afbc8c0ecde036,true
20260606T200453-0400,2026-06-07T00:04:53.109292+00:00,2026-06-06T20:04:53.109292-04:00,highest-temperature-in-chicago-on-june-6-2026,2026-06-06,open_meteo,hourly,2026-06-06T20:04:53.109292-04:00,capture_fallback,2026-06-06T20:00:00-05:00,55,74.9,,4,11.1,solar 58.0 W/m2,https://api.open-meteo.com/v1/forecast,f6e8523a2a9af13c766bf95ace029fc16878e59dae35b3510b5d3d9a16330f3d,true
20260606T200453-0400,2026-06-07T00:04:53.109292+00:00,2026-06-06T20:04:53.109292-04:00,highest-temperature-in-chicago-on-june-6-2026,2026-06-06,open_meteo,hourly,2026-06-06T20:04:53.109292-04:00,capture_fallback,2026-06-06T21:00:00-05:00,115,71.9,,0,9.2,solar 0.0 W/m2,https://api.open-meteo.com/v1/forecast,6b373e2b9e0bd6bca99f5229af18731ea21637f20fcc848e9ae4e8a4b1c61560,true
20260606T200453-0400,2026-06-07T00:04:53.109292+00:00,2026-06-06T20:04:53.109292-04:00,highest-temperature-in-chicago-on-june-6-2026,2026-06-06,open_meteo,hourly,2026-06-06T20:04:53.109292-04:00,capture_fallback,2026-06-06T22:00:00-05:00,175,69.9,,100,9.1,solar 0.0 W/m2,https://api.open-meteo.com/v1/forecast,53025b2cb2282f752415fc63c189b955c9dea39eb803c0bae58467d198ce8718,true
20260606T200453-0400,2026-06-07T00:04:53.109292+00:00,2026-06-06T20:04:53.109292-04:00,highest-temperature-in-chicago-on-june-6-2026,2026-06-06,open_meteo,hourly,2026-06-06T20:04:53.109292-04:00,capture_fallback,2026-06-06T23:00:00-05:00,235,69.0,,24,7.1,solar 0.0 W/m2,https://api.open-meteo.com/v1/forecast,e1973366ddc309659309ed5473c06a46a7c9a02557c8637ac5610ef5d0294c26,true
20260606T201514-0400,2026-06-07T00:15:14.405698+00:00,2026-06-06T20:15:14.405698-04:00,highest-temperature-in-chicago-on-june-6-2026,2026-06-06,weather_forecast,hourly,2026-06-06T20:15:14.405698-04:00,capture_fallback,2026-06-06T20:00:00-05:00,45,76,,25,10,Mostly Sunny,https://api.weather.com/v3/wx/forecast/hourly/15day,9054c6174b95a1376308e8cde7884028a5c4bc6996be81c6461ecbe754f248da,true
20260606T201514-0400,2026-06-07T00:15:14.405698+00:00,2026-06-06T20:15:14.405698-04:00,highest-temperature-in-chicago-on-june-6-2026,2026-06-06,weather_forecast,hourly,2026-06-06T20:15:14.405698-04:00,capture_fallback,2026-06-06T21:00:00-05:00,105,74,,20,8,Mostly Clear,https://api.weather.com/v3/wx/forecast/hourly/15day,8f2b65e3907f014bc513dae7ca66e76702a6d18edde551b0e3950fcad6789574,true
20260606T201514-0400,2026-06-07T00:15:14.405698+00:00,2026-06-06T20:15:14.405698-04:00,highest-temperature-in-chicago-on-june-6-2026,2026-06-06,weather_forecast,hourly,2026-06-06T20:15:14.405698-04:00,capture_fallback,2026-06-06T22:00:00-05:00,165,72,,35,7,Partly Cloudy,https://api.weather.com/v3/wx/forecast/hourly/15day,10a8a239e1b2bbe62671072a09180c5d537f55db3d25eb299b98d2164249bfe5,true
20260606T201514-0400,2026-06-07T00:15:14.405698+00:00,2026-06-06T20:15:14.405698-04:00,highest-temperature-in-chicago-on-june-6-2026,2026-06-06,weather_forecast,hourly,2026-06-06T20:15:14.405698-04:00,capture_fallback,2026-06-06T23:00:00-05:00,225,70,,52,5,Partly Cloudy,https://api.weather.com/v3/wx/forecast/hourly/15day,5ec0d96b94c2ff18b4d75fa4910ae04ec55612f2acd8a6e919e670d6116a1c0f,true
20260606T201514-0400,2026-06-07T00:15:14.405698+00:00,2026-06-06T20:15:14.405698-04:00,highest-temperature-in-chicago-on-june-6-2026,2026-06-06,open_meteo,hourly,2026-06-06T20:15:14.405698-04:00,capture_fallback,2026-06-06T20:00:00-05:00,45,74.9,,4,11.1,solar 58.0 W/m2,https://api.open-meteo.com/v1/forecast,1196703a4b09336ccc0fd5f00ea0833210c86cc0c6702da7a7cc6a2aaa6a20df,true
20260606T201514-0400,2026-06-07T00:15:14.405698+00:00,2026-06-06T20:15:14.405698-04:00,highest-temperature-in-chicago-on-june-6-2026,2026-06-06,open_meteo,hourly,2026-06-06T20:15:14.405698-04:00,capture_fallback,2026-06-06T21:00:00-05:00,105,71.9,,0,9.2,solar 0.0 W/m2,https://api.open-meteo.com/v1/forecast,1397a93560a6cebe8032dd63c91b3376ec78bd1aef1c867b71015d9944d301dc,true
20260606T201514-0400,2026-06-07T00:15:14.405698+00:00,2026-06-06T20:15:14.405698-04:00,highest-temperature-in-chicago-on-june-6-2026,2026-06-06,open_meteo,hourly,2026-06-06T20:15:14.405698-04:00,capture_fallback,2026-06-06T22:00:00-05:00,165,69.9,,100,9.1,solar 0.0 W/m2,https://api.open-meteo.com/v1/forecast,6e189f8b2d74e95a36444666f5ef33fb59a57109845deb960c6c7af97d9df1e6,true
