snapshot_id,captured_at_utc,captured_at_local,event_slug,event_updated_at,model_version,top_temp_c,top_probability,range_label,bin_kind,bin_value_c,model_probability,market_yes,market_no,edge,best_bid,best_ask,last_trade_price,volume,liquidity,market_status,wu_history_high_c,wu_current_c,wu_max_since_7am_c,eccc_swob_max_c,weather_forecast_max_c,open_meteo_max_c,eccc_forecast_high_c
20260604T195852-0400,2026-06-04T23:58:52.274978+00:00,2026-06-04T19:58:52.274978-04:00,highest-temperature-in-nyc-on-june-4-2026,2026-06-04T23:47:09.487948Z,v0.5.0 HGBC feature-based ML model,30,0.917932494859488,75°F or below,lte,75,0.0,0.0005,0.9995,-0.0005,,0.001,0.001,296.169,20362.58556,active,30.0,24.0,29.0,,24.0,24.1,
20260604T195852-0400,2026-06-04T23:58:52.274978+00:00,2026-06-04T19:58:52.274978-04:00,highest-temperature-in-nyc-on-june-4-2026,2026-06-04T23:47:09.487948Z,v0.5.0 HGBC feature-based ML model,30,0.917932494859488,76-77°F,eq,76,0.0,0.0005,0.9995,-0.0005,,0.001,0.001,1468.748,19470.10188,active,30.0,24.0,29.0,,24.0,24.1,
20260604T195852-0400,2026-06-04T23:58:52.274978+00:00,2026-06-04T19:58:52.274978-04:00,highest-temperature-in-nyc-on-june-4-2026,2026-06-04T23:47:09.487948Z,v0.5.0 HGBC feature-based ML model,30,0.917932494859488,78-79°F,eq,78,0.0,0.0005,0.9995,-0.0005,,0.001,0.001,4041.1272709999985,18670.18547,active,30.0,24.0,29.0,,24.0,24.1,
20260604T195852-0400,2026-06-04T23:58:52.274978+00:00,2026-06-04T19:58:52.274978-04:00,highest-temperature-in-nyc-on-june-4-2026,2026-06-04T23:47:09.487948Z,v0.5.0 HGBC feature-based ML model,30,0.917932494859488,80-81°F,eq,80,0.0,0.0005,0.9995,-0.0005,,0.001,0.002,4240.717553,20077.35637,active,30.0,24.0,29.0,,24.0,24.1,
20260604T195852-0400,2026-06-04T23:58:52.274978+00:00,2026-06-04T19:58:52.274978-04:00,highest-temperature-in-nyc-on-june-4-2026,2026-06-04T23:47:09.487948Z,v0.5.0 HGBC feature-based ML model,30,0.917932494859488,82-83°F,eq,82,0.0,0.0005,0.9995,-0.0005,,0.001,0.001,17056.62811100001,18183.09588,active,30.0,24.0,29.0,,24.0,24.1,
20260604T195852-0400,2026-06-04T23:58:52.274978+00:00,2026-06-04T19:58:52.274978-04:00,highest-temperature-in-nyc-on-june-4-2026,2026-06-04T23:47:09.487948Z,v0.5.0 HGBC feature-based ML model,30,0.917932494859488,84-85°F,eq,84,0.20398499885766327,0.0005,0.9995,0.20348499885766327,,0.001,0.001,20671.198059000013,17492.68599,active,30.0,24.0,29.0,,24.0,24.1,
20260604T195852-0400,2026-06-04T23:58:52.274978+00:00,2026-06-04T19:58:52.274978-04:00,highest-temperature-in-nyc-on-june-4-2026,2026-06-04T23:47:09.487948Z,v0.5.0 HGBC feature-based ML model,30,0.917932494859488,86-87°F,eq,86,0.7404564373536955,0.9995,0.0005,-0.25904356264630457,0.999,1.0,0.999,21462.169027000007,7850.10637,active,30.0,24.0,29.0,,24.0,24.1,
20260604T195852-0400,2026-06-04T23:58:52.274978+00:00,2026-06-04T19:58:52.274978-04:00,highest-temperature-in-nyc-on-june-4-2026,2026-06-04T23:47:09.487948Z,v0.5.0 HGBC feature-based ML model,30,0.917932494859488,88-89°F,eq,88,0.0540912226755204,0.0005,0.9995,0.0535912226755204,,0.001,0.003,14757.245531000002,2334.37897,active,30.0,24.0,29.0,,24.0,24.1,
20260604T195852-0400,2026-06-04T23:58:52.274978+00:00,2026-06-04T19:58:52.274978-04:00,highest-temperature-in-nyc-on-june-4-2026,2026-06-04T23:47:09.487948Z,v0.5.0 HGBC feature-based ML model,30,0.917932494859488,90-91°F,eq,90,0.0014036245542223284,0.0005,0.9995,0.0009036245542223284,,0.001,0.001,13171.478690000005,5186.83687,active,30.0,24.0,29.0,,24.0,24.1,
20260604T195852-0400,2026-06-04T23:58:52.274978+00:00,2026-06-04T19:58:52.274978-04:00,highest-temperature-in-nyc-on-june-4-2026,2026-06-04T23:47:09.487948Z,v0.5.0 HGBC feature-based ML model,30,0.917932494859488,92-93°F,eq,92,5.899759646541587e-05,0.0005,0.9995,-0.00044100240353458413,,0.001,0.001,7028.718966999998,2716.69868,active,30.0,24.0,29.0,,24.0,24.1,
